model_key,model,train_accuracy,train_macro_f1,train_macro_precision,train_macro_recall,test_accuracy,test_macro_f1,test_macro_precision,test_macro_recall,accuracy_gap,macro_f1_gap,train_seconds,inference_seconds,inference_ms_per_sample,model_size_mb,engineered_features
knn,KNN,1.0,1.0,1.0,1.0,0.9269272926561929,0.9380438149237873,0.9386985515550045,0.9374987787102488,0.07307270734380711,0.0619561850762127,0.004107000000658445,0.035558299990952946,0.012991706244411014,1.5298242568969727,True
xgboost,XGBoost,0.9867410291486899,0.990504785402975,0.9912737076081175,0.9897739183153996,0.9261965655827549,0.9378735482885207,0.9389545650494524,0.9368533972974286,0.060544463565935014,0.05263123711445439,4.19534069999645,0.01268654999876162,0.00463520277631042,3.094548225402832,True
random_forest,随机森林,1.0,1.0,1.0,1.0,0.9229082937522836,0.9337592588596542,0.9353493772326268,0.932255947198007,0.07709170624771644,0.06624074114034584,1.0507160999986809,0.09523429999535438,0.03479514066326429,30.295299530029297,True
logistic_regression,逻辑回归,0.9189729559086605,0.931290668324384,0.9353860924491478,0.9278606983357609,0.9152356594811838,0.927047707705869,0.9300971160720299,0.9249110161355468,0.0037372964274766662,0.004242960618515035,3.273337199992966,0.000789550002082251,0.000288472781177293,0.008690834045410156,True
handmade_gnb,手写高斯朴素贝叶斯,0.8314216563190572,0.8354792076706452,0.8388390980920223,0.8350652424743845,0.8319327731092437,0.83765005407448,0.839514718902142,0.8371879744850007,-0.000511116790186561,-0.002170846403834803,0.005466500006150454,0.0013811999961035326,0.0005046401154927047,0.007576942443847656,True
